weight,id,name,cfa_url,vetstreet_url,vcahospitals_url,temperament,origin,country_codes,country_code,description,life_span,indoor,lap,alt_names,adaptability,affection_level,child_friendly,dog_friendly,energy_level,grooming,health_issues,intelligence,shedding_level,social_needs,stranger_friendly,vocalisation,experimental,hairless,natural,rare,rex,suppressed_tail,short_legs,wikipedia_url,hypoallergenic,cat_friendly,bidability
"{'imperial': '7 - 11', 'metric': '3 - 5'}",nebe,Nebelung,,,,"Gentle, Quiet, Shy, Playful",United States,US,US,"The Nebelung may have a reserved nature, but she loves to play (being especially fond of retrieving) and enjoys jumping or climbing to high places where she can study people and situations at her leisure before making up her mind about whether she wants to get involved.",11 - 16,0,1.0,Longhaired Russian Blue,5,5,4,4,3,3,2,5,3,3,3,1,0,0,0,1,0,0,0,https://en.wikipedia.org/wiki/Nebelung,0,,
"{'imperial': '8 - 16', 'metric': '4 - 7'}",norw,Norwegian Forest Cat,http://cfa.org/Breeds/BreedsKthruR/NorwegianForestCat.aspx,http://www.vetstreet.com/cats/norwegian-forest-cat,https://vcahospitals.com/know-your-pet/cat-breeds/norwegian-forest-cat,"Sweet, Active, Intelligent, Social, Playful, Lively, Curious",Norway,NO,NO,"The Norwegian Forest Cat is a sweet, loving cat. She appreciates praise and loves to interact with her parent. She makes a loving companion and bonds with her parents once she accepts them for her own. She is still a hunter at heart. She loves to chase toys as if they are real. She is territorial and patrols several times each day to make certain that all is fine.",12 - 16,0,,"Skogkatt / Skaukatt, Norsk Skogkatt / Norsk Skaukatt, Weegie",5,5,4,5,3,2,3,4,3,5,5,1,0,0,1,0,0,0,0,https://en.wikipedia.org/wiki/Norwegian_Forest_Cat,0,,
"{'imperial': '7 - 15', 'metric': '3 - 7'}",ocic,Ocicat,http://cfa.org/Breeds/BreedsKthruR/Ocicat.aspx,http://www.vetstreet.com/cats/ocicat,https://vcahospitals.com/know-your-pet/cat-breeds/ocicat,"Active, Agile, Curious, Demanding, Friendly, Gentle, Lively, Playful, Social",United States,US,US,"Loyal and devoted to their owners, the Ocicat is intelligent, confident, outgoing, and seems to have many dog traits. They can be trained to fetch toys, walk on a lead, taught to 'speak', come when called, and follow other commands. ",12 - 14,0,,,5,5,4,5,5,1,3,5,3,5,5,3,0,0,0,0,0,0,0,https://en.wikipedia.org/wiki/Ocicat,1,,
"{'imperial': '5 - 10', 'metric': '2 - 5'}",orie,Oriental,http://cfa.org/Breeds/BreedsKthruR/Oriental.aspx,http://www.vetstreet.com/cats/oriental,https://vcahospitals.com/know-your-pet/cat-breeds/oriental,"Energetic, Affectionate, Intelligent, Social, Playful, Curious",United States,US,US,"Orientals are passionate about the people in their lives. They become extremely attached to their humans, so be prepared for a lifetime commitment. When you are not available to entertain her, an Oriental will divert herself by jumping on top of the refrigerator, opening drawers, seeking out new hideaways.",12 - 14,0,1.0,Foreign Type,5,5,4,5,5,1,3,5,3,5,3,5,0,0,0,0,0,0,0,https://en.wikipedia.org/wiki/Oriental_Shorthair,1,,
"{'imperial': '9 - 14', 'metric': '4 - 6'}",pers,Persian,http://cfa.org/Breeds/BreedsKthruR/Persian.aspx,http://www.vetstreet.com/cats/persian,https://vcahospitals.com/know-your-pet/cat-breeds/persian,"Affectionate, loyal, Sedate, Quiet",Iran (Persia),IR,IR,"Persians are sweet, gentle cats that can be playful or quiet and laid-back. Great with families and children, they absolutely love to lounge around the house. While they don’t mind a full house or active kids, they’ll usually hide when they need some alone time.",14 - 15,0,1.0,"Longhair, Persian Longhair, Shiraz, Shirazi",5,5,2,2,1,5,3,3,4,4,2,1,0,0,1,0,0,0,0,https://en.wikipedia.org/wiki/Persian_(cat),0,,
"{'imperial': '8 - 17', 'metric': '4 - 8'}",pixi,Pixie-bob,,http://www.vetstreet.com/cats/pixiebob,,"Affectionate, Social, Intelligent, Loyal",United States,US,US,"Companionable and affectionate, the Pixie-bob wants to be an integral part of the family. The Pixie-Bob’s ability to bond with their humans along with their patient personas make them excellent companions for children.",13 - 16,0,1.0,,5,5,4,5,4,1,2,5,3,4,4,1,0,0,0,0,0,1,0,https://en.wikipedia.org/wiki/Pixiebob,0,,
"{'imperial': '8 - 20', 'metric': '4 - 9'}",raga,Ragamuffin,http://cfa.org/Breeds/BreedsKthruR/Ragamuffin.aspx,http://www.vetstreet.com/cats/ragamuffin,https://vcahospitals.com/know-your-pet/cat-breeds/ragamuffin,"Affectionate, Friendly, Gentle, Calm",United States,US,US,"The Ragamuffin is calm, even tempered and gets along well with all family members. Changes in routine generally do not upset her. She is an ideal companion for those in apartments, and with children due to her patient nature.",12 - 16,0,1.0,,5,5,4,5,3,3,3,5,3,3,5,1,0,0,0,0,0,0,0,https://en.wikipedia.org/wiki/Ragamuffin_cat,0,,
"{'imperial': '12 - 20', 'metric': '5 - 9'}",ragd,Ragdoll,http://cfa.org/Breeds/BreedsKthruR/Ragdoll.aspx,http://www.vetstreet.com/cats/ragdoll,https://vcahospitals.com/know-your-pet/cat-breeds/ragdoll,"Affectionate, Friendly, Gentle, Quiet, Easygoing",United States,US,US,"Ragdolls love their people, greeting them at the door, following them around the house, and leaping into a lap or snuggling in bed whenever given the chance. They are the epitome of a lap cat, enjoy being carried and collapsing into the arms of anyone who holds them.",12 - 17,0,1.0,Rag doll,5,5,4,5,3,2,3,3,3,5,3,1,0,0,0,0,0,0,0,https://en.wikipedia.org/wiki/Ragdoll,0,,
"{'imperial': '5 - 11', 'metric': '2 - 5'}",rblu,Russian Blue,http://cfa.org/Breeds/BreedsKthruR/RussianBlue.aspx,http://www.vetstreet.com/cats/russian-blue-nebelung,https://vcahospitals.com/know-your-pet/cat-breeds/russian-blue,"Active, Dependent, Easy Going, Gentle, Intelligent, Loyal, Playful, Quiet",Russia,RU,RU,Russian Blues are very loving and reserved. They do not like noisy households but they do like to play and can be quite active when outdoors. They bond very closely with their owner and are known to be compatible with other pets.,10 - 16,0,1.0,"Archangel Blue, Archangel Cat",3,3,3,3,3,3,1,3,3,3,1,1,0,0,1,0,0,0,0,https://en.wikipedia.org/wiki/Russian_Blue,1,,
"{'imperial': '8 - 25', 'metric': '4 - 11'}",sava,Savannah,,http://www.vetstreet.com/cats/savannah,,"Curious, Social, Intelligent, Loyal, Outgoing, Adventurous, Affectionate",United States,US,US,"Savannah is the feline version of a dog. Actively seeking social interaction, they are given to pouting if left out. Remaining kitten-like through life. Profoundly loyal to immediate family members whilst questioning the presence of strangers. Making excellent companions that are loyal, intelligent and eager to be involved.",17 - 20,0,,,5,5,4,5,5,1,1,5,3,5,5,1,1,0,0,0,0,0,0,https://en.wikipedia.org/wiki/Savannah_cat,0,,
"{'imperial': '5 - 11', 'metric': '2 - 5'}",sfol,Scottish Fold,http://cfa.org/Breeds/BreedsSthruT/ScottishFold.aspx,http://www.vetstreet.com/cats/scottish-fold-highland-fold,https://vcahospitals.com/know-your-pet/cat-breeds/scottish-fold,"Affectionate, Intelligent, Loyal, Playful, Social, Sweet, Loving",United Kingdom,GB,GB,"The Scottish Fold is a sweet, charming breed. She is an easy cat to live with and to care for. She is affectionate and is comfortable with all members of her family. Her tail should be handled gently. Folds are known for sleeping on their backs, and for sitting with their legs stretched out and their paws on their belly. This is called the ""Buddha Position"".",11 - 14,0,,Scot Fold,5,5,4,5,3,1,4,3,3,3,3,1,0,0,0,0,0,0,0,https://en.wikipedia.org/wiki/Scottish_Fold,0,,
"{'imperial': '6 - 16', 'metric': '3 - 7'}",srex,Selkirk Rex,http://cfa.org/Breeds/BreedsSthruT/SelkirkRex.aspx,http://www.vetstreet.com/cats/selkirk-rex,https://vcahospitals.com/know-your-pet/cat-breeds/selkirk-rex,"Active, Affectionate, Dependent, Gentle, Patient, Playful, Quiet, Social",United States,US,US,"The Selkirk Rex is an incredibly patient, loving, and tolerant breed. The Selkirk also has a silly side and is sometimes described as clownish. She loves being a lap cat and will be happy to chat with you in a quiet voice if you talk to her. ",14 - 15,0,1.0,Shepherd Cat,5,5,4,5,3,2,4,3,1,3,3,3,0,0,0,0,1,0,0,https://en.wikipedia.org/wiki/Selkirk_Rex,1,,
"{'imperial': '8 - 15', 'metric': '4 - 7'}",siam,Siamese,http://cfa.org/Breeds/BreedsSthruT/Siamese.aspx,http://www.vetstreet.com/cats/siamese,https://vcahospitals.com/know-your-pet/cat-breeds/siamese,"Active, Agile, Clever, Sociable, Loving, Energetic",Thailand,TH,TH,"While Siamese cats are extremely fond of their people, they will follow you around and supervise your every move, being talkative and opinionated. They are a demanding and social cat, that do not like being left alone for long periods.",12 - 15,0,1.0,"Siam, Thai Cat",5,5,4,5,5,1,1,5,2,5,5,5,0,0,0,0,0,0,0,https://en.wikipedia.org/wiki/Siamese_(cat),1,,
"{'imperial': '8 - 16', 'metric': '4 - 7'}",sibe,Siberian,http://cfa.org/Breeds/BreedsSthruT/Siberian.aspx,http://www.vetstreet.com/cats/siberian,https://vcahospitals.com/know-your-pet/cat-breeds/siberian,"Curious, Intelligent, Loyal, Sweet, Agile, Playful, Affectionate",Russia,RU,RU,"The Siberians dog like temperament and affection makes the ideal lap cat and will live quite happily indoors. Very agile and powerful, the Siberian cat can easily leap and reach high places, including the tops of refrigerators and even doors. ",12 - 15,0,1.0,"Moscow Semi-longhair, HairSiberian Forest Cat",5,5,4,5,5,2,2,5,3,4,3,1,0,0,1,0,0,0,0,https://en.wikipedia.org/wiki/Siberian_(cat),1,,
"{'imperial': '5 - 8', 'metric': '2 - 4'}",sing,Singapura,http://cfa.org/Breeds/BreedsSthruT/Singapura.aspx,http://www.vetstreet.com/cats/singapura,https://vcahospitals.com/know-your-pet/cat-breeds/singapura,"Affectionate, Curious, Easy Going, Intelligent, Interactive, Lively, Loyal",Singapore,SP,SP,"The Singapura is usually cautious when it comes to meeting new people, but loves attention from his family so much that she sometimes has the reputation of being a pest. This is a highly active, curious and affectionate cat. She may be small, but she knows she’s in charge",12 - 15,0,1.0,"Drain Cat, Kucinta, Pura",5,5,4,5,5,1,1,5,3,5,5,1,0,0,0,0,0,0,0,https://en.wikipedia.org/wiki/Singapura_(cat),0,,
"{'imperial': '7 - 12', 'metric': '3 - 5'}",snow,Snowshoe,,,,"Affectionate, Social, Intelligent, Sweet-tempered",United States,US,US,"The Snowshoe is a vibrant, energetic, affectionate and intelligent cat. They love being around people which makes them ideal for families, and becomes unhappy when left alone for long periods of time. Usually attaching themselves to one person, they do whatever they can to get your attention.",14 - 19,0,1.0,,5,5,4,5,4,3,1,5,3,4,4,5,0,0,0,0,0,0,0,https://en.wikipedia.org/wiki/Snowshoe_(cat),0,,
"{'imperial': '6 - 12', 'metric': '3 - 5'}",soma,Somali,http://cfa.org/Breeds/BreedsSthruT/Somali.aspx,http://www.vetstreet.com/cats/somali,https://vcahospitals.com/know-your-pet/cat-breeds/somali,"Mischievous, Tenacious, Intelligent, Affectionate, Gentle, Interactive, Loyal",Somalia,SO,SO,"The Somali lives life to the fullest. He climbs higher, jumps farther, plays harder. Nothing escapes the notice of this highly intelligent and inquisitive cat. Somalis love the company of humans and other animals.",12 - 16,0,,"Fox Cat, Long-Haired Abyssinian",5,5,3,4,5,3,2,5,4,5,5,1,0,0,0,0,0,0,0,https://en.wikipedia.org/wiki/Somali_(cat),0,,
"{'imperial': '6 - 12', 'metric': '3 - 5'}",sphy,Sphynx,http://cfa.org/Breeds/BreedsSthruT/Sphynx.aspx,http://www.vetstreet.com/cats/sphynx,https://vcahospitals.com/know-your-pet/cat-breeds/sphynx,"Loyal, Inquisitive, Friendly, Quiet, Gentle",Canada,CA,CA,"The Sphynx is an intelligent, inquisitive, extremely friendly people-oriented breed. Sphynx commonly greet their owners  at the front door, with obvious excitement and happiness. She has an unexpected sense of humor that is often at odds with her dour expression.",12 - 14,0,1.0,"Canadian Hairless, Canadian Sphynx",5,5,4,5,3,2,4,5,1,5,5,5,0,1,0,1,0,0,0,https://en.wikipedia.org/wiki/Sphynx_(cat),1,,
"{'imperial': '6 - 12', 'metric': '3 - 5'}",tonk,Tonkinese,http://cfa.org/Breeds/BreedsSthruT/Tonkinese.aspx,http://www.vetstreet.com/cats/tonkinese,https://vcahospitals.com/know-your-pet/cat-breeds/tonkinese,"Curious, Intelligent, Social, Lively, Outgoing, Playful, Affectionate",Canada,CA,CA,"Intelligent and generous with their affection, a Tonkinese will supervise all activities with curiosity. Loving, social, active, playful, yet content to be a lap cat",14 - 16,0,1.0,Tonk,5,5,4,5,5,1,1,5,3,5,5,5,0,0,0,0,0,0,0,https://en.wikipedia.org/wiki/Tonkinese_(cat),0,,
"{'imperial': '7 - 15', 'metric': '3 - 7'}",toyg,Toyger,,http://www.vetstreet.com/cats/toyger,,"Playful, Social, Intelligent",United States,US,US,"The Toyger has a sweet, calm personality and is generally friendly. He's outgoing enough to walk on a leash, energetic enough to play fetch and other interactive games, and confident enough to get along with other cats and friendly dogs.",12 - 15,0,1.0,,5,5,4,5,5,1,2,5,3,3,5,5,0,0,0,0,0,0,0,https://en.wikipedia.org/wiki/Toyger,0,,
"{'imperial': '5 - 10', 'metric': '2 - 5'}",tang,Turkish Angora,http://cfa.org/Breeds/BreedsSthruT/TurkishAngora.aspx,http://www.vetstreet.com/cats/turkish-angora,https://vcahospitals.com/know-your-pet/cat-breeds/turkish-angora,"Affectionate, Agile, Clever, Gentle, Intelligent, Playful, Social",Turkey,TR,TR,"This is a smart and intelligent cat which bonds well with humans. With its affectionate and playful personality the Angora is a top choice for families. The Angora gets along great with other pets in the home, but it will make clear who is in charge, and who the house belongs to",15 - 18,0,,Ankara,5,5,4,5,5,2,2,5,2,5,5,3,0,0,1,0,0,0,0,https://en.wikipedia.org/wiki/Turkish_Angora,0,,
"{'imperial': '7 - 20', 'metric': '3 - 9'}",tvan,Turkish Van,http://cfa.org/Breeds/BreedsSthruT/TurkishVan.aspx,http://www.vetstreet.com/cats/turkish-van,https://vcahospitals.com/know-your-pet/cat-breeds/turkish-van,"Agile, Intelligent, Loyal, Playful, Energetic",Turkey,TR,TR,"While the Turkish Van loves to jump and climb, play with toys, retrieve and play chase, she is is big and ungainly; this is one cat who doesn’t always land on his feet. While not much of a lap cat, the Van will be happy to cuddle next to you and sleep in your bed. ",12 - 17,0,,"Turkish Cat, Swimming cat",5,5,4,5,5,2,1,5,3,4,4,5,0,0,1,0,0,0,0,https://en.wikipedia.org/wiki/Turkish_Van,0,,
"{'imperial': '12 - 18', 'metric': '5 - 8'}",ycho,York Chocolate,,,,"Playful, Social, Intelligent, Curious, Friendly",United States,US,US,"York Chocolate cats are known to be true lap cats with a sweet temperament. They love to be cuddled and petted. Their curious nature makes them follow you all the time and participate in almost everything you do, even if it's related to water: unlike many other cats, York Chocolates love it.",13 - 15,0,1.0,York,5,5,4,5,5,3,1,5,3,4,4,5,0,0,0,0,0,0,0,https://en.wikipedia.org/wiki/York_Chocolate,0,,
